DATE	FROM	TO	AIRCRAFT	FLIGHT TIME	STD	ATD	STA		STATUS		 
 	22 Dec 2025	Frankfurt (FRA)	New York (EWR)	74H	—	13:30	—	16:00	
Scheduled		 
 	21 Dec 2025	Frankfurt (FRA)	New York (EWR)	74H	—	13:30	—	16:00	
Scheduled		 
 	20 Dec 2025	Frankfurt (FRA)	New York (EWR)	74H	—	13:30	—	16:00	
Scheduled		 
 	19 Dec 2025	Frankfurt (FRA)	New York (EWR)	74H	—	13:30	—	16:00	
Scheduled		 
 	18 Dec 2025	Frankfurt (FRA)	New York (EWR)	74H	—	13:30	—	16:00	
Scheduled		 
 	17 Dec 2025	Frankfurt (FRA)	New York (EWR)	74H	—	13:30	—	16:00	
Scheduled		 
 	16 Dec 2025	Frankfurt (FRA)	New York (EWR)	74H	—	13:30	—	16:00	
Scheduled		 
 	15 Dec 2025	Frankfurt (FRA)	New York (EWR)	B748	—	13:30	—	16:00	
Estimated departure 13:40		 
 	14 Dec 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYR)	—	13:30	14:00	16:00	
Estimated 15:54	  	 
 	13 Dec 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYI)	8:03	13:30	14:00	16:00	
Landed 16:03	  	 
 	12 Dec 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYO)	7:58	13:30	14:03	16:00	
Landed 16:01	  	 
 	11 Dec 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYQ)	7:46	13:30	14:37	16:00	
Landed 16:23	  	 
 	10 Dec 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYS)	8:25	13:30	13:48	16:00	
Landed 16:12	  	 
 	09 Dec 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYM)	7:40	13:30	14:11	16:00	
Landed 15:52	  	 
 	08 Dec 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYT)	8:03	13:30	14:08	16:00	
Landed 16:11	  	 
 	07 Dec 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYK)	7:58	13:30	13:44	16:00	
Landed 15:42	  	 
 	06 Dec 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYC)	7:43	13:30	14:03	16:00	
Landed 15:46	  	 
 	05 Dec 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYD)	8:01	13:30	13:56	16:00	
Landed 15:57	  	 
 	04 Dec 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYC)	8:10	13:30	14:11	16:00	
Landed 16:21	  	 
 	03 Dec 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYQ)	8:01	13:30	14:00	16:00	
Landed 16:02	  	 
 	02 Dec 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYI)	8:22	13:30	13:51	16:00	
Landed 16:12	  	 
 	01 Dec 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYO)	8:21	13:30	14:21	16:00	
Landed 16:42	  	 
 	30 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYR)	8:43	13:30	13:55	16:00	
Landed 16:38	  	 
 	29 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYH)	8:02	13:30	13:47	16:00	
Landed 15:49	  	 
 	28 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYC)	8:01	13:30	13:52	16:00	
Landed 15:53	  	 
 	27 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYS)	8:05	13:30	14:43	16:00	
Landed 16:49	  	 
 	26 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYQ)	8:36	13:30	14:09	16:00	
Landed 16:44	  	 
 	25 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYP)	8:16	13:30	13:59	16:00	
Landed 16:16	  	 
 	24 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYC)	8:05	13:30	13:55	16:00	
Landed 16:00	  	 
 	23 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYT)	7:55	13:30	13:50	16:00	
Landed 15:45	  	 
 	22 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYQ)	8:06	13:30	13:53	16:00	
Landed 15:58	  	 
 	21 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYS)	8:04	13:30	13:56	16:00	
Landed 15:59	  	 
 	20 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYR)	8:13	13:30	14:18	16:00	
Landed 16:31	  	 
 	19 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYU)	8:08	13:30	13:49	16:00	
Landed 15:57	  	 
 	18 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYR)	7:58	13:30	13:47	16:00	
Landed 15:45	  	 
 	17 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYJ)	7:57	13:30	14:00	16:00	
Landed 15:57	  	 
 	16 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYO)	7:38	13:30	13:51	16:00	
Landed 15:29	  	 
 	15 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYH)	6:55	13:30	14:20	16:00	
Landed 15:15	  	 
 	14 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYT)	7:32	13:30	14:17	16:00	
Landed 15:49	  	 
 	13 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYD)	7:30	13:30	13:53	16:00	
Landed 15:22	  	 
 	12 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYT)	7:45	13:30	13:47	16:00	
Landed 15:32	  	 
 	11 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYA)	7:58	13:30	13:51	16:00	
Landed 15:49	  	 
 	10 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYJ)	8:05	13:30	14:01	16:00	
Landed 16:06	  	 
 	09 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYI)	7:51	13:30	14:05	16:00	
Landed 15:55	  	 
 	08 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYD)	7:33	13:30	13:53	16:00	
Landed 15:26	  	 
 	07 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYI)	8:15	13:30	14:16	16:00	
Landed 16:31	  	 
 	06 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYK)	7:35	13:30	14:20	16:00	
Landed 15:56	  	 
 	05 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYK)	7:37	13:30	15:01	16:00	
Landed 16:39	  	 
 	04 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYM)	7:53	13:30	14:00	16:00	
Landed 15:52	  	 
 	03 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYJ)	8:09	13:30	14:22	16:00	
Landed 16:30	  	 
 	02 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYG)	7:51	13:30	13:58	16:00	
Landed 15:50	  	 
 	01 Nov 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYC)	8:04	13:30	14:19	17:00	
Landed 17:23	  	 
 	31 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYC)	7:59	13:30	13:53	17:00	
Landed 16:53	  	 
 	30 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYK)	8:17	13:30	13:56	17:00	
Landed 17:14	  	 
 	29 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYP)	8:06	13:30	14:05	17:00	
Landed 17:11	  	 
 	28 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYD)	8:09	13:30	13:52	17:00	
Landed 17:01	  	 
 	27 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYU)	8:20	13:30	13:56	17:00	
Landed 17:16	  	 
 	26 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYG)	8:11	13:30	14:17	17:00	
Landed 17:27	  	 
 	25 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYL)	8:08	13:20	13:54	15:40	
Landed 16:02	  	 
 	24 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYQ)	7:52	13:20	14:05	15:40	
Landed 15:57	  	 
 	23 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYI)	7:44	13:20	14:55	15:40	
Landed 16:40	  	 
 	22 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYI)	8:00	13:20	13:39	15:40	
Landed 15:39	  	 
 	20 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYG)	7:38	13:20	13:45	15:40	
Landed 15:24	  	 
 	19 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYK)	7:57	13:20	14:11	15:40	
Landed 16:08	  	 
 	18 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYD)	7:40	13:20	13:41	15:40	
Landed 15:20	  	 
 	17 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYA)	7:26	13:20	14:08	15:40	
Landed 15:34	  	 
 	16 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYG)	7:23	13:20	14:09	15:40	
Landed 15:32	  	 
 	15 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYQ)	7:35	13:20	13:47	15:40	
Landed 15:22	  	 
 	14 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYL)	7:25	13:20	13:49	15:40	
Landed 15:14	  	 
 	13 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYH)	7:27	13:20	13:56	15:40	
Landed 15:23	  	 
 	12 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYL)	7:37	13:20	13:54	15:40	
Landed 15:31	  	 
 	11 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYH)	7:47	13:20	14:45	15:40	
Landed 16:33	  	 
 	10 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYQ)	7:39	13:20	14:07	15:40	
Landed 15:46	  	 
 	09 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYK)	7:46	13:20	13:50	15:40	
Landed 15:36	  	 
 	08 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYL)	7:55	13:20	13:39	15:40	
Landed 15:34	  	 
 	07 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYC)	7:43	13:20	13:44	15:40	
Landed 15:26	  	 
 	06 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYL)	7:36	13:20	14:18	15:40	
Landed 15:54	  	 
 	05 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYO)	7:35	13:20	14:07	15:40	
Landed 15:42	  	 
 	04 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYQ)	8:01	13:20	13:58	15:40	
Landed 15:59	  	 
 	03 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYH)	7:53	13:20	14:10	15:40	
Landed 16:03	  	 
 	02 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYJ)	7:43	13:20	13:55	15:40	
Landed 15:38	  	 
 	01 Oct 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYH)	7:49	13:20	13:43	15:40	
Landed 15:32	  	 
 	30 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYT)	7:55	13:20	13:54	15:40	
Landed 15:49	  	 
 	29 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYD)	7:48	13:20	22:28	15:40	
Landed 00:15	  	 
 	28 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYJ)	7:59	13:20	13:59	15:40	
Landed 15:58	  	 
 	27 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYJ)	7:48	13:20	14:12	15:40	
Landed 16:00	  	 
 	26 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYL)	7:58	13:20	13:42	15:40	
Landed 15:40	  	 
 	25 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYL)	7:39	13:20	13:59	15:40	
Landed 15:38	  	 
 	24 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYQ)	7:29	13:20	14:03	15:40	
Landed 15:32	  	 
 	23 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYH)	7:39	13:20	13:58	15:40	
Landed 15:37	  	 
 	22 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYA)	7:44	13:20	13:54	15:40	
Landed 15:38	  	 
 	21 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYL)	7:56	13:20	13:56	15:40	
Landed 15:52	  	 
 	20 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYO)	7:50	13:20	13:55	15:40	
Landed 15:45	  	 
 	19 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYI)	8:00	13:20	14:22	15:40	
Landed 16:23	  	 
 	18 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYP)	7:51	13:20	14:00	15:40	
Landed 15:51	  	 
 	17 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYR)	8:07	13:20	13:42	15:40	
Landed 15:49	  	 
 	16 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYM)	7:48	13:20	13:52	15:40	
Landed 15:40	  	 
 	15 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYT)	7:39	13:20	14:09	15:40	
Landed 15:48	  	 
 	14 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYH)	7:36	13:20	13:59	15:40	
Landed 15:35	  	 
 	13 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYP)	7:46	13:20	14:36	15:40	
Landed 16:23	  	 
 	12 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYG)	7:47	13:20	13:42	15:40	
Landed 15:30	  	 
 	11 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYJ)	7:43	13:20	14:03	15:40	
Landed 15:46	  	 
 	10 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYA)	8:01	13:20	14:24	15:40	
Landed 16:25	  	 
 	09 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYI)	7:54	13:20	14:06	15:40	
Landed 16:00	  	 
 	08 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYU)	8:02	13:20	13:38	15:40	
Landed 15:40	  	 
 	07 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYJ)	8:02	13:20	13:59	15:40	
Landed 16:01	  	 
 	06 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYI)	8:29	13:20	13:59	15:40	
Landed 16:28	  	 
 	05 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYN)	8:05	13:20	14:05	15:40	
Landed 16:10	  	 
 	04 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYM)	7:50	13:20	14:02	15:40	
Landed 15:53	  	 
 	03 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYH)	8:01	13:20	14:03	15:40	
Landed 16:04	  	 
 	02 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYF)	7:47	13:20	13:43	15:40	
Landed 15:31	  	 
 	01 Sep 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYL)	7:28	13:20	14:02	15:40	
Landed 15:30	  	 
 	31 Aug 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYM)	7:55	13:20	13:58	15:40	
Landed 15:52	  	 
 	30 Aug 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYC)	8:01	13:20	14:03	15:40	
Landed 16:04	  	 
 	29 Aug 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYI)	7:34	13:20	13:54	15:40	
Landed 15:29	  	 
 	28 Aug 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYG)	7:40	13:20	14:11	15:40	
Landed 15:51	  	 
 	27 Aug 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYH)	7:48	13:20	13:48	15:40	
Landed 15:36	  	 
 	26 Aug 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYF)	7:52	13:20	14:04	15:40	
Landed 15:56	  	 
 	25 Aug 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYK)	8:03	13:20	13:58	15:40	
Landed 16:02	  	 
 	24 Aug 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYU)	7:46	13:20	13:54	15:40	
Landed 15:41	  	 
 	23 Aug 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYG)	7:40	13:20	14:24	15:40	
Landed 16:05	  	 
 	22 Aug 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYP)	7:43	13:20	14:10	15:40	
Landed 15:53	  	 
 	21 Aug 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYC)	7:40	13:20	14:04	15:40	
Landed 15:44	  	 
 	20 Aug 2025	Frankfurt (FRA)	New York (EWR)	B748 (D-ABYH)	7:36	13:20	13:58	15:40	
Landed 15:34	  	 
